,MLP_Tran_loss,ANN_Tran_loss,Dual Q-Net_Tran_loss,MLP_Train_AAR,ANN_Train_AAR,Dual Q-Net_Train_AAR,MLP_Train_PAR,ANN_Train_PAR,Dual Q-Net_Train_PAR,MLP_Val_loss,ANN_Val_loss,Dual Q-Net_Val_loss,MLP_Val_AAR,ANN_Val_AAR,Dual Q-Net_Val_AAR,MLP_Val_PAR,ANN_Val_PAR,Dual Q-Net_Val_PAR
369,0.018,0.028,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
370,0.018,0.028,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
371,0.018,0.028,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
372,0.018,0.028,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
373,0.018,0.028,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
374,0.018,0.027,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
375,0.018,0.027,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
376,0.018,0.027,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
377,0.018,0.027,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
378,0.018,0.027,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
379,0.018,0.027,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
380,0.018,0.027,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.066,0.025,0.94,0.933,0.967,0.88,0.84,0.92
381,0.018,0.027,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
382,0.018,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
383,0.018,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
384,0.018,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
385,0.018,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
386,0.018,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
387,0.017,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
388,0.017,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
389,0.017,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
390,0.017,0.026,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.065,0.025,0.94,0.933,0.967,0.88,0.84,0.92
391,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
392,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
393,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
394,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
395,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
396,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
397,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
398,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
399,0.017,0.025,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.025,0.94,0.933,0.967,0.88,0.84,0.92
400,0.017,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.024,0.94,0.933,0.967,0.88,0.84,0.92
401,0.017,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.064,0.024,0.94,0.933,0.967,0.88,0.84,0.92
402,0.017,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
403,0.017,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
404,0.017,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.055,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
405,0.017,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
406,0.016,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
407,0.016,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
408,0.016,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
409,0.016,0.024,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
410,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.933,0.967,0.88,0.84,0.92
411,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.937,0.967,0.88,0.84,0.92
412,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.937,0.967,0.88,0.84,0.92
413,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.063,0.024,0.94,0.937,0.967,0.88,0.84,0.92
414,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
415,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
416,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
417,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
418,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
419,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
420,0.016,0.023,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
421,0.016,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
422,0.016,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
423,0.016,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
424,0.016,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.054,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
425,0.016,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.062,0.024,0.94,0.937,0.967,0.88,0.84,0.92
426,0.016,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.937,0.967,0.88,0.84,0.92
427,0.016,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.937,0.967,0.88,0.84,0.92
428,0.015,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.937,0.967,0.88,0.84,0.92
429,0.015,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
430,0.015,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
431,0.015,0.022,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
432,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
433,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
434,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
435,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
436,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
437,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.061,0.024,0.94,0.94,0.967,0.88,0.85,0.92
438,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.94,0.94,0.967,0.88,0.85,0.92
439,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.94,0.94,0.967,0.88,0.85,0.92
440,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.94,0.94,0.967,0.88,0.85,0.92
441,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.94,0.94,0.967,0.88,0.85,0.92
442,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.943,0.94,0.967,0.88,0.85,0.92
443,0.015,0.021,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.943,0.94,0.967,0.88,0.85,0.92
444,0.015,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.943,0.94,0.967,0.88,0.85,0.92
445,0.015,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.943,0.94,0.967,0.88,0.85,0.92
446,0.015,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.053,0.06,0.024,0.943,0.94,0.967,0.88,0.85,0.92
447,0.015,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.06,0.024,0.943,0.94,0.967,0.88,0.85,0.92
448,0.015,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.06,0.024,0.943,0.94,0.967,0.88,0.85,0.92
449,0.015,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.06,0.023,0.943,0.94,0.967,0.88,0.85,0.92
450,0.015,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.06,0.023,0.943,0.94,0.967,0.88,0.85,0.92
451,0.014,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
452,0.014,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
453,0.014,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
454,0.014,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
455,0.014,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
456,0.014,0.02,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
457,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
458,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
459,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
460,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
461,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
462,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
463,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
464,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.059,0.023,0.943,0.94,0.967,0.88,0.85,0.92
465,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
466,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
467,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.058,0.023,0.947,0.94,0.967,0.89,0.85,0.92
468,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
469,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
470,0.014,0.019,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
471,0.014,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
472,0.014,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
473,0.014,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
474,0.014,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
475,0.014,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
476,0.014,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.058,0.023,0.943,0.94,0.967,0.88,0.85,0.92
477,0.014,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.058,0.023,0.943,0.95,0.967,0.88,0.88,0.92
478,0.013,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
479,0.013,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
480,0.013,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
481,0.013,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
482,0.013,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
483,0.013,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
484,0.013,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
485,0.013,0.018,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
486,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
487,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
488,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
489,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
490,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.943,0.95,0.967,0.88,0.88,0.92
491,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.057,0.023,0.95,0.95,0.967,0.9,0.88,0.92
492,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.056,0.023,0.95,0.95,0.967,0.9,0.88,0.92
493,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.056,0.023,0.95,0.95,0.967,0.9,0.88,0.92
494,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.051,0.056,0.023,0.95,0.95,0.967,0.9,0.88,0.92
495,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.056,0.023,0.95,0.95,0.967,0.9,0.88,0.92
496,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.056,0.023,0.95,0.95,0.967,0.9,0.88,0.92
497,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.056,0.023,0.95,0.95,0.967,0.9,0.88,0.92
498,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.056,0.023,0.95,0.95,0.967,0.9,0.88,0.92
499,0.013,0.017,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.056,0.023,0.95,0.95,0.967,0.9,0.88,0.92
