,MLP_Tran_loss,ANN_Tran_loss,Dual Q-Net_Tran_loss,MLP_Train_AAR,ANN_Train_AAR,Dual Q-Net_Train_AAR,MLP_Train_PAR,ANN_Train_PAR,Dual Q-Net_Train_PAR,MLP_Val_loss,ANN_Val_loss,Dual Q-Net_Val_loss,MLP_Val_AAR,ANN_Val_AAR,Dual Q-Net_Val_AAR,MLP_Val_PAR,ANN_Val_PAR,Dual Q-Net_Val_PAR
183,0.193,0.234,0.184,0.833,0.792,0.917,0.5,0.5,0.75,0.221,0.24,0.224,0.707,0.693,0.67,0.42,0.32,0.37
184,0.193,0.234,0.183,0.833,0.792,0.917,0.5,0.5,0.75,0.221,0.24,0.224,0.707,0.693,0.67,0.42,0.32,0.37
185,0.192,0.234,0.183,0.833,0.792,0.917,0.5,0.5,0.75,0.22,0.24,0.224,0.71,0.693,0.67,0.43,0.32,0.37
186,0.192,0.233,0.183,0.833,0.792,0.917,0.5,0.5,0.75,0.22,0.24,0.224,0.71,0.693,0.67,0.43,0.32,0.37
187,0.192,0.233,0.182,0.875,0.792,0.917,0.625,0.5,0.75,0.22,0.24,0.224,0.71,0.693,0.67,0.43,0.32,0.37
188,0.192,0.233,0.182,0.875,0.792,0.917,0.625,0.5,0.75,0.22,0.24,0.223,0.71,0.693,0.67,0.43,0.32,0.37
189,0.191,0.233,0.181,0.875,0.792,0.917,0.625,0.5,0.75,0.22,0.24,0.223,0.71,0.693,0.67,0.43,0.32,0.37
190,0.191,0.233,0.181,0.875,0.792,0.917,0.625,0.5,0.75,0.219,0.24,0.223,0.713,0.693,0.677,0.43,0.32,0.38
191,0.191,0.233,0.18,0.875,0.792,0.917,0.625,0.5,0.75,0.219,0.24,0.223,0.72,0.69,0.673,0.44,0.32,0.38
192,0.19,0.233,0.18,0.875,0.792,0.917,0.625,0.5,0.75,0.219,0.24,0.223,0.72,0.69,0.673,0.44,0.32,0.38
193,0.19,0.233,0.18,0.875,0.792,0.917,0.625,0.5,0.75,0.219,0.24,0.223,0.72,0.69,0.673,0.44,0.32,0.38
194,0.19,0.232,0.179,0.875,0.792,0.917,0.625,0.5,0.75,0.219,0.24,0.222,0.72,0.69,0.673,0.44,0.32,0.38
195,0.189,0.232,0.179,0.875,0.792,0.917,0.625,0.5,0.75,0.218,0.24,0.222,0.72,0.69,0.673,0.44,0.32,0.38
196,0.189,0.232,0.178,0.875,0.792,0.917,0.625,0.5,0.75,0.218,0.24,0.222,0.72,0.69,0.67,0.44,0.32,0.37
197,0.189,0.232,0.178,0.875,0.792,0.917,0.625,0.5,0.75,0.218,0.24,0.222,0.72,0.69,0.677,0.44,0.32,0.37
198,0.189,0.232,0.177,0.875,0.792,0.917,0.625,0.5,0.75,0.218,0.24,0.222,0.72,0.69,0.677,0.44,0.32,0.37
199,0.188,0.232,0.177,0.875,0.792,0.917,0.625,0.5,0.75,0.218,0.24,0.222,0.72,0.69,0.677,0.44,0.32,0.37
200,0.188,0.232,0.176,0.875,0.792,0.917,0.625,0.5,0.75,0.218,0.24,0.221,0.72,0.69,0.677,0.44,0.31,0.37
201,0.188,0.232,0.176,0.875,0.792,0.917,0.625,0.5,0.75,0.217,0.24,0.221,0.723,0.69,0.677,0.45,0.31,0.37
202,0.187,0.231,0.176,0.875,0.792,0.917,0.625,0.5,0.75,0.217,0.24,0.221,0.723,0.69,0.677,0.45,0.31,0.37
203,0.187,0.231,0.175,0.875,0.792,0.917,0.625,0.5,0.75,0.217,0.239,0.221,0.723,0.69,0.677,0.45,0.31,0.37
204,0.187,0.231,0.175,0.875,0.792,0.917,0.625,0.5,0.75,0.217,0.239,0.221,0.723,0.693,0.677,0.45,0.31,0.37
205,0.187,0.231,0.174,0.875,0.792,0.917,0.625,0.5,0.75,0.217,0.239,0.221,0.723,0.693,0.68,0.45,0.31,0.37
206,0.186,0.231,0.174,0.875,0.792,0.917,0.625,0.5,0.75,0.216,0.239,0.22,0.723,0.693,0.68,0.45,0.31,0.37
207,0.186,0.231,0.173,0.917,0.792,0.917,0.75,0.5,0.75,0.216,0.239,0.22,0.713,0.693,0.68,0.43,0.31,0.37
208,0.186,0.231,0.173,0.917,0.792,0.917,0.75,0.5,0.75,0.216,0.239,0.22,0.713,0.693,0.68,0.43,0.31,0.37
209,0.185,0.231,0.173,0.917,0.792,0.917,0.75,0.5,0.75,0.216,0.239,0.22,0.713,0.693,0.68,0.43,0.31,0.37
210,0.185,0.23,0.172,0.917,0.792,0.917,0.75,0.5,0.75,0.216,0.239,0.22,0.713,0.693,0.68,0.43,0.31,0.37
211,0.185,0.23,0.172,0.917,0.792,0.917,0.75,0.5,0.75,0.216,0.239,0.22,0.713,0.693,0.683,0.43,0.31,0.37
212,0.185,0.23,0.171,0.917,0.792,0.917,0.75,0.5,0.75,0.215,0.239,0.219,0.713,0.693,0.683,0.43,0.31,0.37
213,0.184,0.23,0.171,0.917,0.792,0.917,0.75,0.5,0.75,0.215,0.239,0.219,0.713,0.693,0.687,0.43,0.31,0.37
214,0.184,0.23,0.17,0.917,0.792,0.917,0.75,0.5,0.75,0.215,0.239,0.219,0.713,0.693,0.687,0.43,0.31,0.37
215,0.184,0.23,0.17,0.917,0.792,0.917,0.75,0.5,0.75,0.215,0.239,0.219,0.713,0.697,0.687,0.43,0.32,0.37
216,0.184,0.23,0.17,0.917,0.792,0.917,0.75,0.5,0.75,0.215,0.239,0.219,0.713,0.697,0.687,0.43,0.32,0.37
217,0.183,0.229,0.169,0.917,0.792,0.917,0.75,0.5,0.75,0.215,0.239,0.219,0.713,0.697,0.69,0.43,0.32,0.38
218,0.183,0.229,0.169,0.917,0.792,0.917,0.75,0.5,0.75,0.214,0.239,0.218,0.713,0.697,0.69,0.43,0.32,0.38
219,0.183,0.229,0.168,0.917,0.792,0.958,0.75,0.5,0.875,0.214,0.239,0.218,0.713,0.697,0.69,0.43,0.32,0.38
220,0.182,0.229,0.168,0.917,0.792,0.958,0.75,0.5,0.875,0.214,0.238,0.218,0.717,0.7,0.69,0.43,0.32,0.38
221,0.182,0.229,0.167,0.917,0.792,0.958,0.75,0.5,0.875,0.214,0.238,0.218,0.717,0.7,0.69,0.43,0.32,0.38
222,0.182,0.229,0.167,0.917,0.792,0.958,0.75,0.5,0.875,0.214,0.238,0.218,0.72,0.7,0.69,0.43,0.32,0.38
223,0.182,0.229,0.167,0.917,0.792,0.958,0.75,0.5,0.875,0.214,0.238,0.218,0.72,0.7,0.69,0.43,0.32,0.38
224,0.181,0.229,0.166,0.917,0.792,0.958,0.75,0.5,0.875,0.213,0.238,0.217,0.723,0.7,0.69,0.43,0.32,0.38
225,0.181,0.228,0.166,0.917,0.792,0.958,0.75,0.5,0.875,0.213,0.238,0.217,0.723,0.697,0.69,0.43,0.32,0.38
226,0.181,0.228,0.165,0.917,0.792,0.958,0.75,0.5,0.875,0.213,0.238,0.217,0.723,0.697,0.69,0.43,0.32,0.38
227,0.181,0.228,0.165,0.917,0.792,0.958,0.75,0.5,0.875,0.213,0.238,0.217,0.723,0.697,0.69,0.43,0.32,0.38
228,0.18,0.228,0.164,0.917,0.792,1.0,0.75,0.5,1.0,0.213,0.238,0.217,0.727,0.697,0.693,0.44,0.32,0.38
229,0.18,0.228,0.164,0.917,0.792,1.0,0.75,0.5,1.0,0.213,0.238,0.217,0.723,0.697,0.693,0.43,0.32,0.38
230,0.18,0.228,0.164,0.917,0.792,1.0,0.75,0.5,1.0,0.212,0.238,0.216,0.723,0.697,0.693,0.43,0.32,0.38
231,0.179,0.228,0.163,0.917,0.792,1.0,0.75,0.5,1.0,0.212,0.238,0.216,0.727,0.697,0.693,0.44,0.32,0.38
232,0.179,0.227,0.163,0.917,0.792,1.0,0.75,0.5,1.0,0.212,0.238,0.216,0.727,0.697,0.693,0.44,0.32,0.38
233,0.179,0.227,0.162,0.917,0.792,1.0,0.75,0.5,1.0,0.212,0.238,0.216,0.727,0.7,0.693,0.44,0.32,0.38
234,0.179,0.227,0.162,0.917,0.792,1.0,0.75,0.5,1.0,0.212,0.238,0.216,0.727,0.7,0.693,0.44,0.32,0.38
235,0.178,0.227,0.162,0.917,0.792,1.0,0.75,0.5,1.0,0.212,0.238,0.216,0.727,0.7,0.693,0.44,0.32,0.38
236,0.178,0.227,0.161,0.917,0.792,1.0,0.75,0.5,1.0,0.211,0.237,0.215,0.727,0.703,0.693,0.44,0.32,0.38
237,0.178,0.227,0.161,0.917,0.792,1.0,0.75,0.5,1.0,0.211,0.237,0.215,0.727,0.703,0.693,0.44,0.32,0.38
238,0.178,0.227,0.16,0.917,0.792,1.0,0.75,0.5,1.0,0.211,0.237,0.215,0.727,0.703,0.693,0.44,0.32,0.38
239,0.177,0.226,0.16,0.917,0.792,1.0,0.75,0.5,1.0,0.211,0.237,0.215,0.727,0.703,0.697,0.44,0.32,0.38
240,0.177,0.226,0.16,0.917,0.792,1.0,0.75,0.5,1.0,0.211,0.237,0.215,0.727,0.7,0.693,0.44,0.32,0.38
241,0.177,0.226,0.159,0.917,0.792,1.0,0.75,0.5,1.0,0.211,0.237,0.215,0.727,0.7,0.693,0.44,0.32,0.38
242,0.177,0.226,0.159,0.917,0.792,1.0,0.75,0.5,1.0,0.21,0.237,0.214,0.727,0.703,0.693,0.44,0.32,0.38
243,0.176,0.226,0.158,0.917,0.792,1.0,0.75,0.5,1.0,0.21,0.237,0.214,0.727,0.703,0.693,0.44,0.32,0.38
244,0.176,0.226,0.158,0.917,0.792,1.0,0.75,0.5,1.0,0.21,0.237,0.214,0.73,0.707,0.693,0.44,0.33,0.38
245,0.176,0.226,0.157,0.917,0.792,1.0,0.75,0.5,1.0,0.21,0.237,0.214,0.733,0.71,0.693,0.44,0.33,0.38
246,0.176,0.225,0.157,0.917,0.792,1.0,0.75,0.5,1.0,0.21,0.237,0.214,0.733,0.71,0.693,0.44,0.33,0.38
247,0.175,0.225,0.157,0.917,0.792,1.0,0.75,0.5,1.0,0.21,0.237,0.214,0.733,0.71,0.693,0.44,0.33,0.38
248,0.175,0.225,0.156,0.917,0.792,1.0,0.75,0.5,1.0,0.209,0.237,0.213,0.733,0.713,0.693,0.44,0.33,0.38
249,0.175,0.225,0.156,0.917,0.792,1.0,0.75,0.5,1.0,0.209,0.237,0.213,0.733,0.713,0.693,0.44,0.33,0.38
250,0.175,0.225,0.155,0.917,0.792,1.0,0.75,0.5,1.0,0.209,0.237,0.213,0.733,0.713,0.693,0.44,0.33,0.38
251,0.174,0.225,0.155,0.917,0.792,1.0,0.75,0.5,1.0,0.209,0.236,0.213,0.733,0.717,0.693,0.44,0.34,0.38
252,0.174,0.225,0.155,0.917,0.792,1.0,0.75,0.5,1.0,0.209,0.236,0.213,0.737,0.713,0.693,0.44,0.34,0.38
253,0.174,0.224,0.154,0.917,0.792,1.0,0.75,0.5,1.0,0.209,0.236,0.213,0.737,0.713,0.693,0.44,0.34,0.38
254,0.173,0.224,0.154,0.917,0.792,1.0,0.75,0.5,1.0,0.209,0.236,0.212,0.737,0.713,0.693,0.44,0.34,0.38
255,0.173,0.224,0.153,0.917,0.792,1.0,0.75,0.5,1.0,0.208,0.236,0.212,0.737,0.713,0.693,0.44,0.34,0.38
256,0.173,0.224,0.153,0.917,0.792,1.0,0.75,0.5,1.0,0.208,0.236,0.212,0.737,0.713,0.693,0.44,0.34,0.38
257,0.173,0.224,0.153,0.917,0.792,1.0,0.75,0.5,1.0,0.208,0.236,0.212,0.737,0.713,0.693,0.44,0.34,0.38
258,0.172,0.224,0.152,0.917,0.792,1.0,0.75,0.5,1.0,0.208,0.236,0.212,0.737,0.717,0.693,0.44,0.34,0.38
259,0.172,0.224,0.152,0.917,0.792,1.0,0.75,0.5,1.0,0.208,0.236,0.212,0.743,0.72,0.697,0.46,0.35,0.39
260,0.172,0.223,0.151,0.917,0.792,1.0,0.75,0.5,1.0,0.208,0.236,0.211,0.743,0.72,0.697,0.46,0.35,0.39
261,0.172,0.223,0.151,0.917,0.792,1.0,0.75,0.5,1.0,0.207,0.236,0.211,0.743,0.72,0.697,0.46,0.35,0.39
262,0.171,0.223,0.151,0.917,0.792,1.0,0.75,0.5,1.0,0.207,0.236,0.211,0.743,0.72,0.697,0.46,0.35,0.39
263,0.171,0.223,0.15,0.917,0.792,1.0,0.75,0.5,1.0,0.207,0.236,0.211,0.743,0.72,0.697,0.46,0.35,0.39
264,0.171,0.223,0.15,0.917,0.792,1.0,0.75,0.5,1.0,0.207,0.236,0.211,0.743,0.72,0.697,0.46,0.35,0.39
265,0.171,0.223,0.149,0.917,0.792,1.0,0.75,0.5,1.0,0.207,0.235,0.211,0.743,0.72,0.7,0.46,0.35,0.4
266,0.17,0.223,0.149,0.917,0.792,1.0,0.75,0.5,1.0,0.207,0.235,0.21,0.743,0.72,0.7,0.46,0.35,0.4
267,0.17,0.222,0.149,0.917,0.792,1.0,0.75,0.5,1.0,0.207,0.235,0.21,0.747,0.727,0.703,0.46,0.36,0.4
268,0.17,0.222,0.148,0.917,0.792,1.0,0.75,0.5,1.0,0.206,0.235,0.21,0.747,0.727,0.703,0.46,0.36,0.4
269,0.17,0.222,0.148,0.917,0.792,1.0,0.75,0.5,1.0,0.206,0.235,0.21,0.747,0.727,0.703,0.46,0.36,0.4
270,0.17,0.222,0.147,0.917,0.792,1.0,0.75,0.5,1.0,0.206,0.235,0.21,0.747,0.727,0.703,0.46,0.36,0.4
271,0.169,0.222,0.147,0.917,0.792,1.0,0.75,0.5,1.0,0.206,0.235,0.21,0.747,0.727,0.703,0.46,0.36,0.4
272,0.169,0.222,0.147,0.917,0.792,1.0,0.75,0.5,1.0,0.206,0.235,0.209,0.747,0.727,0.7,0.46,0.36,0.39
273,0.169,0.222,0.146,0.917,0.792,1.0,0.75,0.5,1.0,0.206,0.235,0.209,0.747,0.727,0.7,0.46,0.36,0.39
274,0.169,0.221,0.146,0.917,0.792,1.0,0.75,0.5,1.0,0.206,0.235,0.209,0.747,0.727,0.693,0.46,0.36,0.38
275,0.168,0.221,0.145,0.917,0.792,1.0,0.75,0.5,1.0,0.205,0.235,0.209,0.747,0.727,0.693,0.46,0.36,0.38
276,0.168,0.221,0.145,0.917,0.792,1.0,0.75,0.5,1.0,0.205,0.235,0.209,0.747,0.727,0.693,0.46,0.36,0.38
277,0.168,0.221,0.145,0.917,0.792,1.0,0.75,0.5,1.0,0.205,0.235,0.209,0.747,0.727,0.693,0.46,0.36,0.38
278,0.168,0.221,0.144,0.917,0.792,1.0,0.75,0.5,1.0,0.205,0.235,0.208,0.75,0.727,0.693,0.46,0.36,0.38
279,0.167,0.221,0.144,0.917,0.792,1.0,0.75,0.5,1.0,0.205,0.234,0.208,0.75,0.727,0.693,0.46,0.36,0.38
280,0.167,0.221,0.143,0.917,0.792,1.0,0.75,0.5,1.0,0.205,0.234,0.208,0.75,0.727,0.693,0.46,0.36,0.38
281,0.167,0.22,0.143,0.917,0.792,1.0,0.75,0.5,1.0,0.205,0.234,0.208,0.75,0.727,0.693,0.46,0.36,0.38
282,0.167,0.22,0.143,0.917,0.792,1.0,0.75,0.5,1.0,0.204,0.234,0.208,0.75,0.727,0.693,0.46,0.36,0.38
283,0.166,0.22,0.142,0.917,0.792,1.0,0.75,0.5,1.0,0.204,0.234,0.208,0.75,0.727,0.693,0.46,0.36,0.38
284,0.166,0.22,0.142,0.917,0.792,1.0,0.75,0.5,1.0,0.204,0.234,0.208,0.75,0.727,0.693,0.46,0.36,0.38
285,0.166,0.22,0.142,0.917,0.792,1.0,0.75,0.5,1.0,0.204,0.234,0.207,0.75,0.727,0.693,0.46,0.36,0.38
286,0.166,0.22,0.141,0.917,0.792,1.0,0.75,0.5,1.0,0.204,0.234,0.207,0.75,0.727,0.697,0.46,0.36,0.39
287,0.165,0.219,0.141,0.917,0.792,1.0,0.75,0.5,1.0,0.204,0.234,0.207,0.75,0.727,0.697,0.46,0.36,0.39
288,0.165,0.219,0.14,0.917,0.792,1.0,0.75,0.5,1.0,0.204,0.234,0.207,0.75,0.727,0.697,0.46,0.36,0.39
289,0.165,0.219,0.14,0.917,0.792,1.0,0.75,0.5,1.0,0.204,0.234,0.207,0.75,0.723,0.697,0.46,0.36,0.39
290,0.165,0.219,0.14,0.917,0.792,1.0,0.75,0.5,1.0,0.203,0.234,0.207,0.75,0.723,0.697,0.46,0.36,0.39
291,0.164,0.219,0.139,0.917,0.792,1.0,0.75,0.5,1.0,0.203,0.234,0.206,0.75,0.723,0.697,0.46,0.36,0.39
292,0.164,0.219,0.139,0.917,0.792,1.0,0.75,0.5,1.0,0.203,0.233,0.206,0.75,0.723,0.697,0.46,0.36,0.39
293,0.164,0.219,0.138,0.917,0.792,1.0,0.75,0.5,1.0,0.203,0.233,0.206,0.75,0.72,0.697,0.46,0.36,0.39
294,0.164,0.218,0.138,0.917,0.792,1.0,0.75,0.5,1.0,0.203,0.233,0.206,0.75,0.72,0.697,0.46,0.36,0.39
295,0.164,0.218,0.138,0.917,0.792,1.0,0.75,0.5,1.0,0.203,0.233,0.206,0.75,0.72,0.697,0.46,0.36,0.39
296,0.163,0.218,0.137,0.917,0.792,1.0,0.75,0.5,1.0,0.203,0.233,0.206,0.75,0.72,0.7,0.46,0.36,0.4
297,0.163,0.218,0.137,0.917,0.792,1.0,0.75,0.5,1.0,0.202,0.233,0.205,0.75,0.72,0.7,0.46,0.36,0.4
298,0.163,0.218,0.137,0.917,0.792,1.0,0.75,0.5,1.0,0.202,0.233,0.205,0.75,0.72,0.7,0.46,0.36,0.4
299,0.163,0.218,0.136,0.917,0.792,1.0,0.75,0.5,1.0,0.202,0.233,0.205,0.75,0.717,0.7,0.46,0.36,0.4
300,0.162,0.218,0.136,0.917,0.792,1.0,0.75,0.5,1.0,0.202,0.233,0.205,0.75,0.717,0.703,0.46,0.36,0.4
301,0.162,0.217,0.135,0.917,0.833,1.0,0.75,0.5,1.0,0.202,0.233,0.205,0.75,0.717,0.7,0.46,0.36,0.4
302,0.162,0.217,0.135,0.917,0.833,1.0,0.75,0.5,1.0,0.202,0.233,0.205,0.75,0.717,0.7,0.46,0.36,0.4
303,0.162,0.217,0.135,0.917,0.833,1.0,0.75,0.5,1.0,0.202,0.233,0.205,0.75,0.717,0.7,0.46,0.36,0.4
304,0.162,0.217,0.134,0.917,0.833,1.0,0.75,0.5,1.0,0.202,0.233,0.204,0.75,0.717,0.7,0.46,0.36,0.4
305,0.161,0.217,0.134,0.917,0.833,1.0,0.75,0.5,1.0,0.201,0.232,0.204,0.75,0.717,0.7,0.46,0.36,0.4
306,0.161,0.217,0.134,0.917,0.833,1.0,0.75,0.5,1.0,0.201,0.232,0.204,0.75,0.717,0.7,0.46,0.36,0.4
307,0.161,0.216,0.133,0.917,0.833,1.0,0.75,0.5,1.0,0.201,0.232,0.204,0.75,0.717,0.703,0.46,0.36,0.4
308,0.161,0.216,0.133,0.917,0.833,1.0,0.75,0.5,1.0,0.201,0.232,0.204,0.75,0.717,0.703,0.46,0.36,0.4
309,0.16,0.216,0.132,0.917,0.833,1.0,0.75,0.5,1.0,0.201,0.232,0.204,0.75,0.717,0.703,0.46,0.36,0.4
310,0.16,0.216,0.132,0.917,0.833,1.0,0.75,0.5,1.0,0.201,0.232,0.203,0.75,0.717,0.703,0.46,0.36,0.4
311,0.16,0.216,0.132,0.917,0.833,1.0,0.75,0.5,1.0,0.201,0.232,0.203,0.75,0.717,0.703,0.46,0.36,0.4
312,0.16,0.216,0.131,0.917,0.833,1.0,0.75,0.5,1.0,0.201,0.232,0.203,0.75,0.717,0.703,0.46,0.36,0.4
313,0.159,0.216,0.131,0.917,0.833,1.0,0.75,0.5,1.0,0.2,0.232,0.203,0.75,0.717,0.703,0.46,0.36,0.4
314,0.159,0.215,0.131,0.917,0.833,1.0,0.75,0.5,1.0,0.2,0.232,0.203,0.75,0.717,0.7,0.46,0.36,0.4
315,0.159,0.215,0.13,0.917,0.833,1.0,0.75,0.5,1.0,0.2,0.232,0.203,0.75,0.717,0.7,0.46,0.36,0.4
316,0.159,0.215,0.13,0.917,0.833,1.0,0.75,0.5,1.0,0.2,0.232,0.203,0.753,0.717,0.7,0.46,0.36,0.4
317,0.159,0.215,0.13,0.917,0.833,1.0,0.75,0.5,1.0,0.2,0.232,0.202,0.753,0.717,0.7,0.46,0.36,0.4
318,0.158,0.215,0.129,0.917,0.833,1.0,0.75,0.5,1.0,0.2,0.231,0.202,0.753,0.717,0.7,0.46,0.36,0.4
319,0.158,0.215,0.129,0.917,0.833,1.0,0.75,0.5,1.0,0.2,0.231,0.202,0.753,0.717,0.7,0.46,0.36,0.4
320,0.158,0.214,0.128,0.917,0.833,1.0,0.75,0.5,1.0,0.2,0.231,0.202,0.757,0.717,0.7,0.47,0.36,0.4
321,0.158,0.214,0.128,0.917,0.833,1.0,0.75,0.5,1.0,0.199,0.231,0.202,0.757,0.717,0.703,0.47,0.36,0.41
322,0.158,0.214,0.128,0.917,0.833,1.0,0.75,0.5,1.0,0.199,0.231,0.202,0.757,0.717,0.703,0.47,0.36,0.41
323,0.157,0.214,0.127,0.917,0.833,1.0,0.75,0.5,1.0,0.199,0.231,0.202,0.757,0.717,0.703,0.47,0.36,0.41
324,0.157,0.214,0.127,0.917,0.833,1.0,0.75,0.5,1.0,0.199,0.231,0.201,0.757,0.717,0.703,0.47,0.36,0.41
325,0.157,0.214,0.127,0.917,0.833,1.0,0.75,0.5,1.0,0.199,0.231,0.201,0.757,0.717,0.703,0.47,0.36,0.41
326,0.157,0.214,0.126,0.917,0.833,1.0,0.75,0.5,1.0,0.199,0.231,0.201,0.757,0.703,0.703,0.47,0.33,0.41
327,0.156,0.213,0.126,0.917,0.833,1.0,0.75,0.5,1.0,0.199,0.231,0.201,0.757,0.703,0.703,0.47,0.33,0.41
328,0.156,0.213,0.126,0.958,0.833,1.0,0.875,0.5,1.0,0.199,0.231,0.201,0.763,0.703,0.707,0.48,0.33,0.41
329,0.156,0.213,0.125,0.958,0.833,1.0,0.875,0.5,1.0,0.198,0.231,0.201,0.763,0.703,0.71,0.48,0.33,0.42
330,0.156,0.213,0.125,0.958,0.833,1.0,0.875,0.5,1.0,0.198,0.231,0.201,0.763,0.703,0.71,0.48,0.33,0.42
331,0.156,0.213,0.125,0.958,0.833,1.0,0.875,0.5,1.0,0.198,0.23,0.2,0.763,0.703,0.71,0.48,0.33,0.42
332,0.155,0.213,0.124,0.958,0.833,1.0,0.875,0.5,1.0,0.198,0.23,0.2,0.763,0.703,0.71,0.48,0.33,0.42
333,0.155,0.212,0.124,0.958,0.833,1.0,0.875,0.5,1.0,0.198,0.23,0.2,0.763,0.703,0.71,0.48,0.33,0.42
334,0.155,0.212,0.124,0.958,0.833,1.0,0.875,0.5,1.0,0.198,0.23,0.2,0.763,0.703,0.71,0.48,0.33,0.42
335,0.155,0.212,0.123,0.958,0.875,1.0,0.875,0.625,1.0,0.198,0.23,0.2,0.763,0.703,0.71,0.48,0.33,0.42
336,0.155,0.212,0.123,0.958,0.875,1.0,0.875,0.625,1.0,0.198,0.23,0.2,0.767,0.703,0.71,0.49,0.33,0.42
337,0.154,0.212,0.123,0.958,0.875,1.0,0.875,0.625,1.0,0.198,0.23,0.2,0.767,0.703,0.71,0.49,0.33,0.42
338,0.154,0.212,0.122,0.958,0.875,1.0,0.875,0.625,1.0,0.197,0.23,0.2,0.767,0.703,0.71,0.49,0.33,0.42
339,0.154,0.212,0.122,0.958,0.875,1.0,0.875,0.625,1.0,0.197,0.23,0.199,0.767,0.703,0.713,0.49,0.33,0.42
340,0.154,0.211,0.122,0.958,0.875,1.0,0.875,0.625,1.0,0.197,0.23,0.199,0.767,0.703,0.713,0.49,0.33,0.42
341,0.153,0.211,0.121,0.958,0.875,1.0,0.875,0.625,1.0,0.197,0.23,0.199,0.767,0.703,0.713,0.49,0.33,0.42
342,0.153,0.211,0.121,0.958,0.875,1.0,0.875,0.625,1.0,0.197,0.23,0.199,0.767,0.703,0.713,0.49,0.33,0.42
343,0.153,0.211,0.121,0.958,0.875,1.0,0.875,0.625,1.0,0.197,0.23,0.199,0.767,0.703,0.713,0.49,0.33,0.42
344,0.153,0.211,0.12,0.958,0.875,1.0,0.875,0.625,1.0,0.197,0.229,0.199,0.767,0.703,0.713,0.49,0.33,0.42
345,0.153,0.211,0.12,0.958,0.875,1.0,0.875,0.625,1.0,0.197,0.229,0.199,0.767,0.703,0.713,0.49,0.33,0.42
346,0.152,0.21,0.12,0.958,0.875,1.0,0.875,0.625,1.0,0.196,0.229,0.198,0.767,0.703,0.717,0.49,0.33,0.42
347,0.152,0.21,0.119,0.958,0.875,1.0,0.875,0.625,1.0,0.196,0.229,0.198,0.767,0.703,0.72,0.49,0.33,0.42
348,0.152,0.21,0.119,0.958,0.875,1.0,0.875,0.625,1.0,0.196,0.229,0.198,0.767,0.703,0.72,0.49,0.33,0.42
349,0.152,0.21,0.119,0.958,0.875,1.0,0.875,0.625,1.0,0.196,0.229,0.198,0.767,0.703,0.72,0.49,0.33,0.42
350,0.152,0.21,0.118,0.958,0.875,1.0,0.875,0.625,1.0,0.196,0.229,0.198,0.767,0.703,0.72,0.49,0.33,0.42
351,0.151,0.21,0.118,0.958,0.875,1.0,0.875,0.625,1.0,0.196,0.229,0.198,0.767,0.703,0.72,0.49,0.33,0.42
352,0.151,0.209,0.118,0.958,0.875,1.0,0.875,0.625,1.0,0.196,0.229,0.198,0.767,0.7,0.723,0.49,0.33,0.42
353,0.151,0.209,0.117,0.958,0.875,1.0,0.875,0.625,1.0,0.196,0.229,0.198,0.767,0.7,0.723,0.49,0.33,0.42
354,0.151,0.209,0.117,0.958,0.917,1.0,0.875,0.75,1.0,0.196,0.229,0.197,0.767,0.703,0.723,0.49,0.33,0.42
355,0.151,0.209,0.117,0.958,0.917,1.0,0.875,0.75,1.0,0.195,0.229,0.197,0.767,0.707,0.723,0.49,0.33,0.42
356,0.15,0.209,0.116,0.958,0.917,1.0,0.875,0.75,1.0,0.195,0.229,0.197,0.767,0.707,0.727,0.49,0.33,0.43
357,0.15,0.209,0.116,0.958,0.917,1.0,0.875,0.75,1.0,0.195,0.228,0.197,0.767,0.707,0.73,0.49,0.33,0.43
358,0.15,0.209,0.116,0.958,0.917,1.0,0.875,0.75,1.0,0.195,0.228,0.197,0.767,0.707,0.73,0.49,0.33,0.43
359,0.15,0.208,0.115,0.958,0.917,1.0,0.875,0.75,1.0,0.195,0.228,0.197,0.767,0.707,0.73,0.49,0.33,0.43
360,0.15,0.208,0.115,0.958,0.917,1.0,0.875,0.75,1.0,0.195,0.228,0.197,0.767,0.707,0.73,0.49,0.33,0.43
361,0.149,0.208,0.115,0.958,0.917,1.0,0.875,0.75,1.0,0.195,0.228,0.197,0.767,0.707,0.73,0.49,0.33,0.43
362,0.149,0.208,0.114,1.0,0.917,1.0,1.0,0.75,1.0,0.195,0.228,0.196,0.773,0.707,0.73,0.5,0.33,0.43
363,0.149,0.208,0.114,1.0,0.917,1.0,1.0,0.75,1.0,0.195,0.228,0.196,0.773,0.707,0.73,0.5,0.33,0.43
364,0.149,0.208,0.114,1.0,0.917,1.0,1.0,0.75,1.0,0.195,0.228,0.196,0.773,0.707,0.73,0.5,0.33,0.43
365,0.149,0.207,0.113,1.0,0.917,1.0,1.0,0.75,1.0,0.194,0.228,0.196,0.773,0.707,0.73,0.5,0.33,0.43
366,0.148,0.207,0.113,1.0,0.917,1.0,1.0,0.75,1.0,0.194,0.228,0.196,0.773,0.707,0.73,0.5,0.33,0.43
367,0.148,0.207,0.113,1.0,0.917,1.0,1.0,0.75,1.0,0.194,0.228,0.196,0.773,0.707,0.73,0.5,0.33,0.43
368,0.148,0.207,0.112,1.0,0.917,1.0,1.0,0.75,1.0,0.194,0.228,0.196,0.773,0.707,0.73,0.5,0.33,0.43
